DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	order-strip
COLOR	#ff0000
DATA
Pseudovirgaria_hyperparasitica	#ff91ad	Acrospermales
Aramus_guarauna	#04f741	Gruiformes
Eurypyga_helias	#04f741	Gruiformes
Balearica_regulorum	#04f741	Gruiformes
Grus_americana	#04f741	Gruiformes
Heliornis_fulica	#04f741	Gruiformes
Mesitornis_unicolor	#04f741	Gruiformes
Ardeotis_kori	#04f741	Gruiformes
Lophotis_ruficrista	#04f741	Gruiformes
Psophia_crepitans	#04f741	Gruiformes
Atlantisia_rogersi	#04f741	Gruiformes
Zapornia_atra	#04f741	Gruiformes
Rhynochetos_jubatus	#04f741	Gruiformes
Corythaeola_cristata	#2e4943	Musophagiformes
Corythaixoides_concolor	#2e4943	Musophagiformes
Tauraco_erythrolophus	#2e4943	Musophagiformes
Opisthocomus_hoazin	#589877	Opisthocomiformes
Acanthisitta_chloris	#c526af	Passeriformes
Mohoua_ochrocephala	#c526af	Passeriformes
Origma_solitaria	#c526af	Passeriformes
Aegithalos_caudatus	#c526af	Passeriformes
Alaudala_cheleensis	#c526af	Passeriformes
Gymnorhina_tibicen	#c526af	Passeriformes
Bombycilla_garrulus	#c526af	Passeriformes
Phainopepla_nitens	#c526af	Passeriformes
Callaeas_wilsoni	#c526af	Passeriformes
Edolisoma_coerulescens	#c526af	Passeriformes
Certhia_brachydactyla	#c526af	Passeriformes
Certhia_familiaris	#c526af	Passeriformes
Polioptila_caerulea	#c526af	Passeriformes
Thryothorus_ludovicianus	#c526af	Passeriformes
Cinclus_mexicanus	#c526af	Passeriformes
Ifrita_kowaldi	#c526af	Passeriformes
Ptilorrhoa_leucosticta	#c526af	Passeriformes
Cisticola_juncidis	#c526af	Passeriformes
Climacteris_rufus	#c526af	Passeriformes
Struthidea_cinerea	#c526af	Passeriformes
Aphelocoma_coerulescens	#c526af	Passeriformes
Cnemophilus_loriae	#c526af	Passeriformes
Corvus_brachyrhynchos	#c526af	Passeriformes
Corvus_moneduloides	#c526af	Passeriformes
Oriolus_oriolus	#c526af	Passeriformes
Cephalopterus_ornatus	#c526af	Passeriformes
Oxyruncus_cristatus	#c526af	Passeriformes
Dasyornis_broadbenti	#c526af	Passeriformes
Campylorhamphus_procurvoides	#c526af	Passeriformes
Xiphorhynchus_elegans	#c526af	Passeriformes
Dicaeum_eximium	#c526af	Passeriformes
Dicrurus_megarhynchus	#c526af	Passeriformes
Erythrocercus_mccallii	#c526af	Passeriformes
Machaerirhynchus_nigripectus	#c526af	Passeriformes
Elachura_formosa	#c526af	Passeriformes
Lonchura_striata	#c526af	Passeriformes
Taeniopygia_guttata	#c526af	Passeriformes
Vidua_chalybeata	#c526af	Passeriformes
Vidua_macroura	#c526af	Passeriformes
Calyptomena_viridis	#c526af	Passeriformes
Serilophus_lunatus	#c526af	Passeriformes
Smithornis_capensis	#c526af	Passeriformes
Formicarius_rufipectus	#c526af	Passeriformes
Grallaria_varia	#c526af	Passeriformes
Calcarius_ornatus	#c526af	Passeriformes
Cardinalis_cardinalis	#c526af	Passeriformes
Emberiza_fucata	#c526af	Passeriformes
Loxia_curvirostra	#c526af	Passeriformes
Passerina_amoena	#c526af	Passeriformes
Peucedramus_taeniatus	#c526af	Passeriformes
Pheucticus_melanocephalus	#c526af	Passeriformes
Serinus_canaria	#c526af	Passeriformes
Urocynchramus_pylzowi	#c526af	Passeriformes
Furnarius_figulus	#c526af	Passeriformes
Sclerurus_mexicanus	#c526af	Passeriformes
Hirundo_rustica	#c526af	Passeriformes
Hirundo_rustica	#c526af	Passeriformes
Molothrus_ater	#c526af	Passeriformes
Quiscalus_mexicanus	#c526af	Passeriformes
Chloropsis_cyanopogon	#c526af	Passeriformes
Chloropsis_hardwickii	#c526af	Passeriformes
Irena_cyanogastra	#c526af	Passeriformes
Lanius_ludovicianus	#c526af	Passeriformes
Leiothrix_lutea	#c526af	Passeriformes
Locustella_ochotensis	#c526af	Passeriformes
Dryoscopus_gambensis	#c526af	Passeriformes
Malurus_cyaneus	#c526af	Passeriformes
Malurus_elegans	#c526af	Passeriformes
Melanocharis_versteri	#c526af	Passeriformes
Grantiella_picta	#c526af	Passeriformes
Atrichornis_clamosus	#c526af	Passeriformes
Donacobius_atricapilla	#c526af	Passeriformes
Toxostoma_redivivum	#c526af	Passeriformes
Myiagra_hebetior	#c526af	Passeriformes
Motacilla_alba	#c526af	Passeriformes
Cercotrichas_coryphoeus	#c526af	Passeriformes
Copsychus_sechellarum	#c526af	Passeriformes
Ficedula_albicollis	#c526af	Passeriformes
Oenanthe_oenanthe	#c526af	Passeriformes
Aleadryas_rufinucha	#c526af	Passeriformes
Daphoenositta_chrysoptera	#c526af	Passeriformes
Eulacestoma_nigropectus	#c526af	Passeriformes
Falcunculus_frontatus	#c526af	Passeriformes
Pachycephala_philippinensis	#c526af	Passeriformes
Platysteira_castanea	#c526af	Passeriformes
Rhagologus_leucostigma	#c526af	Passeriformes
Leptocoma_aspasia	#c526af	Passeriformes
Promerops_cafer	#c526af	Passeriformes
Notiomystis_cincta	#c526af	Passeriformes
Orthonyx_spaldingii	#c526af	Passeriformes
Oreocharis_arfaki	#c526af	Passeriformes
Pardalotus_punctatus	#c526af	Passeriformes
Anthoscopus_minutus	#c526af	Passeriformes
Cyanistes_caeruleus	#c526af	Passeriformes
Poecile_atricapillus	#c526af	Passeriformes
Setophaga_kirtlandii	#c526af	Passeriformes
Junco_hyemalis	#c526af	Passeriformes
Melospiza_melodia	#c526af	Passeriformes
Spizella_passerina	#c526af	Passeriformes
Zonotrichia_albicollis	#c526af	Passeriformes
Chloebia_gouldiae	#c526af	Passeriformes
Prunella_fulvescens	#c526af	Passeriformes
Prunella_himalayana	#c526af	Passeriformes
Drymodes_brunneopygia	#c526af	Passeriformes
Neodrepanis_coruscans	#c526af	Passeriformes
Rhadina_sibilatrix	#c526af	Passeriformes
Chaetops_frenatus	#c526af	Passeriformes
Picathartes_gymnocephalus	#c526af	Passeriformes
Lepidothrix_coronata	#c526af	Passeriformes
Manacus_vitellinus	#c526af	Passeriformes
Pipra_filicauda	#c526af	Passeriformes
Piprites_chloris	#c526af	Passeriformes
Pitta_sordida	#c526af	Passeriformes
Ploceus_nigricollis	#c526af	Passeriformes
Ptilonorhynchus_violaceus	#c526af	Passeriformes
Brachypodius_atriceps	#c526af	Passeriformes
Nicator_chloris	#c526af	Passeriformes
Pycnonotus_jocosus	#c526af	Passeriformes
Rhabdornis_inornatus	#c526af	Passeriformes
Scytalopus_superciliaris	#c526af	Passeriformes
Chaetorhynchus_papuensis	#c526af	Passeriformes
Rhipidura_dahli	#c526af	Passeriformes
Horornis_vulcanius	#c526af	Passeriformes
Sitta_europaea	#c526af	Passeriformes
Tichodroma_muraria	#c526af	Passeriformes
Buphagus_erythrorhynchus	#c526af	Passeriformes
Lamprotornis_superbus	#c526af	Passeriformes
Leucopsar_rothschildi	#c526af	Passeriformes
Acrocephalus_arundinaceus	#c526af	Passeriformes
Cettia_cetti	#c526af	Passeriformes
Hippolais_icterina	#c526af	Passeriformes
Hylia_prasina	#c526af	Passeriformes
Panurus_biarmicus	#c526af	Passeriformes
Regulus_satrapa	#c526af	Passeriformes
Sinosuthora_webbiana	#c526af	Passeriformes
Sylvia_atricapilla	#c526af	Passeriformes
Sylvia_borin	#c526af	Passeriformes
Sylvietta_virens	#c526af	Passeriformes
Sakesphorus_luctuosus	#c526af	Passeriformes
Geospiza_fortis	#c526af	Passeriformes
Nesospiza_acunhae	#c526af	Passeriformes
Rhodinocichla_rosea	#c526af	Passeriformes
Cyanoderma_ruficeps	#c526af	Passeriformes
Erpornis_zantholeuca	#c526af	Passeriformes
Illadopsis_cleaveri	#c526af	Passeriformes
Mystacornis_crossleyi	#c526af	Passeriformes
Pomatorhinus_ruficollis	#c526af	Passeriformes
Pomatostomus_ruficeps	#c526af	Passeriformes
Pteruthius_melanotis	#c526af	Passeriformes
Catharus_fuscescens	#c526af	Passeriformes
Catharus_ustulatus	#c526af	Passeriformes
Erithacus_rubecula	#c526af	Passeriformes
Mionectes_macconnelli	#c526af	Passeriformes
Neopipo_cinnamomea	#c526af	Passeriformes
Onychorhynchus_coronatus	#c526af	Passeriformes
Pachyramphus_minor	#c526af	Passeriformes
Sapayoa_aenigma	#c526af	Passeriformes
Tachuris_rubrigastra	#c526af	Passeriformes
Tyrannus_savana	#c526af	Passeriformes
Vireo_altiloquus	#c526af	Passeriformes
Hypocryptadius_cinnamomeus	#c526af	Passeriformes
Sterrhoptilus_dennistouni	#c526af	Passeriformes
Zosterops_borbonicus	#c526af	Passeriformes
Zosterops_hypoxanthus	#c526af	Passeriformes
Zosterops_lateralis	#c526af	Passeriformes
Anhinga_anhinga	#f5bafb	Pelecaniformes
Anhinga_rufa	#f5bafb	Pelecaniformes
Cochlearius_cochlearius	#f5bafb	Pelecaniformes
Egretta_garzetta	#f5bafb	Pelecaniformes
Fregata_magnificens	#f5bafb	Pelecaniformes
Pelecanus_crispus	#f5bafb	Pelecaniformes
Phaethon_lepturus	#f5bafb	Pelecaniformes
Phalacrocorax_carbo	#f5bafb	Pelecaniformes
Sula_dactylatra	#f5bafb	Pelecaniformes
Mesembrinibis_cayennensis	#f5bafb	Pelecaniformes
Nipponia_nippon	#f5bafb	Pelecaniformes
Phoenicopterus_ruber	#6e1b63	Phoenicopteriformes
Indicator_maculatus	#ce6333	Piciformes
Tricholaema_leucomelas	#ce6333	Piciformes
Psilopogon_haemacephalus	#ce6333	Piciformes
Dryobates_pubescens	#ce6333	Piciformes
Eubucco_bourcierii	#ce6333	Piciformes
Ramphastos_sulfuratus	#ce6333	Piciformes
Semnornis_frantzii	#ce6333	Piciformes
Podiceps_cristatus	#22cb6b	Podicipediformes
Podilymbus_podiceps	#22cb6b	Podicipediformes
Thalassarche_chlororhynchos	#d945ed	Procellariiformes
Fregetta_grallaria	#d945ed	Procellariiformes
Oceanites_oceanicus	#d945ed	Procellariiformes
Oceanodroma_tethys	#d945ed	Procellariiformes
Pelecanoides_urinatrix	#d945ed	Procellariiformes
Calonectris_borealis	#d945ed	Procellariiformes
Fulmarus_glacialis	#d945ed	Procellariiformes
Eolophus_roseicapilla	#3d2f0d	Psittaciformes
Probosciger_aterrimus	#3d2f0d	Psittaciformes
Amazona_aestiva	#3d2f0d	Psittaciformes
Amazona_collaria	#3d2f0d	Psittaciformes
Amazona_guildingii	#3d2f0d	Psittaciformes
Nestor_notabilis	#3d2f0d	Psittaciformes
Strigops_habroptila	#3d2f0d	Psittaciformes
Aptenodytes_forsteri	#6c11ab	Sphenisciformes
Aptenodytes_patagonicus	#6c11ab	Sphenisciformes
Eudyptes_chrysocome	#6c11ab	Sphenisciformes
Eudyptula_minor	#6c11ab	Sphenisciformes
Pygoscelis_adeliae	#6c11ab	Sphenisciformes
Athene_cunicularia	#d029e3	Strigiformes
Bubo_bubo	#d029e3	Strigiformes
Ciccaba_nigrolineata	#d029e3	Strigiformes
Glaucidium_brasilianum	#d029e3	Strigiformes
Otus_sunia	#d029e3	Strigiformes
Strix_occidentalis	#d029e3	Strigiformes
Tyto_alba	#d029e3	Strigiformes
Struthio_camelus	#6c8b81	Struthioniformes
Crypturellus_soui	#a1ea10	Tinamiformes
Crypturellus_undulatus	#a1ea10	Tinamiformes
Eudromia_elegans	#a1ea10	Tinamiformes
Nothocercus_julius	#a1ea10	Tinamiformes
Nothoprocta_ornata	#a1ea10	Tinamiformes
Nothoprocta_perdicaria	#a1ea10	Tinamiformes
Tinamus_guttatus	#a1ea10	Tinamiformes
Apaloderma_vittatum	#d204c8	Trogoniformes
Trogon_melanurus	#d204c8	Trogoniformes
Rhinopomastus_cyanomelas	#b595d5	Upupiformes
Upupa_epops	#b595d5	Upupiformes
Scyliorhinus_torazame	#bd03a0	Carcharhiniformes
Callorhinchus_milii	#3489fe	Chimaeriformes
Chiloscyllium_punctatum	#510729	Orectolobiformes
Erpetoichthys_calabaricus	#b5c783	Polypteriformes
Polypterus_senegalus	#b5c783	Polypteriformes
Sphenodon_punctatus	#18c0db	Sphenodontia
Phrynocephalus_forsythii	#60b397	Squamata
Pogona_vitticeps	#60b397	Squamata
Pantherophis_guttatus	#60b397	Squamata
Thamnophis_sirtalis	#60b397	Squamata
Anolis_carolinensis	#60b397	Squamata
Laticauda_laticaudata	#60b397	Squamata
Naja_naja	#60b397	Squamata
Notechis_scutatus	#60b397	Squamata
Ophiophagus_hannah	#60b397	Squamata
Pseudonaja_textilis	#60b397	Squamata
Podarcis_muralis	#60b397	Squamata
Python_bivittatus	#60b397	Squamata
Salvator_merianae	#60b397	Squamata
Varanus_komodoensis	#60b397	Squamata
Branchiostoma_belcheri	#e1ef42	Amphioxiformes
Branchiostoma_floridae	#e1ef42	Amphioxiformes
Branchiostoma_lanceolatum	#e1ef42	Amphioxiformes
Balaenoptera_acutorostrata	#5abc0c	Artiodactyla
Balaenoptera_musculus	#5abc0c	Artiodactyla
Balaenoptera_physalus	#5abc0c	Artiodactyla
Bison_bison	#5abc0c	Artiodactyla
Bos_grunniens	#5abc0c	Artiodactyla
Bos_indicus	#5abc0c	Artiodactyla
Bos_indicus_x_Bos_taurus	#5abc0c	Artiodactyla
Bos_mutus	#5abc0c	Artiodactyla
Bos_taurus	#5abc0c	Artiodactyla
Capra_hircus	#5abc0c	Artiodactyla
Ovis_aries	#5abc0c	Artiodactyla
Camelus_dromedarius	#5abc0c	Artiodactyla
Camelus_ferus	#5abc0c	Artiodactyla
Vicugna_pacos	#5abc0c	Artiodactyla
Cervus_elaphus	#5abc0c	Artiodactyla
Muntiacus_reevesi	#5abc0c	Artiodactyla
Odocoileus_virginianus	#5abc0c	Artiodactyla
Tursiops_truncatus	#5abc0c	Artiodactyla
Eschrichtius_robustus	#5abc0c	Artiodactyla
Lipotes_vexillifer	#5abc0c	Artiodactyla
Delphinapterus_leucas	#5abc0c	Artiodactyla
Monodon_monoceros	#5abc0c	Artiodactyla
Moschus_moschiferus	#5abc0c	Artiodactyla
Neophocaena_asiaeorientalis	#5abc0c	Artiodactyla
Phocoena_sinus	#5abc0c	Artiodactyla
Physeter_catodon	#5abc0c	Artiodactyla
Sus_scrofa	#5abc0c	Artiodactyla
Catagonus_wagneri	#5abc0c	Artiodactyla
Canis_lupus	#4ece33	Carnivora
Canis_lupus	#4ece33	Carnivora
Nyctereutes_procyonoides	#4ece33	Carnivora
Vulpes_vulpes	#4ece33	Carnivora
Acinonyx_jubatus	#4ece33	Carnivora
Felis_catus	#4ece33	Carnivora
Lynx_canadensis	#4ece33	Carnivora
Lynx_pardinus	#4ece33	Carnivora
Panthera_leo	#4ece33	Carnivora
Panthera_tigris	#4ece33	Carnivora
Puma_concolor	#4ece33	Carnivora
Suricata_suricatta	#4ece33	Carnivora
Crocuta_crocuta	#4ece33	Carnivora
Enhydra_lutris	#4ece33	Carnivora
Mustela_putorius	#4ece33	Carnivora
Neogale_vison	#4ece33	Carnivora
Odobenus_rosmarus	#4ece33	Carnivora
Callorhinus_ursinus	#4ece33	Carnivora
Leptonychotes_weddellii	#4ece33	Carnivora
Neomonachus_schauinslandi	#4ece33	Carnivora
Ailuropoda_melanoleuca	#4ece33	Carnivora
Ursus_americanus	#4ece33	Carnivora
Ursus_maritimus	#4ece33	Carnivora
Hipposideros_armiger	#295557	Chiroptera
Molossus_molossus	#295557	Chiroptera
Phyllostomus_discolor	#295557	Chiroptera
Pteropus_alecto	#295557	Chiroptera
Pteropus_vampyrus	#295557	Chiroptera
Rousettus_aegyptiacus	#295557	Chiroptera
Rhinolophus_ferrumequinum	#295557	Chiroptera
Myotis_brandtii	#295557	Chiroptera
Myotis_davidii	#295557	Chiroptera
Myotis_lucifugus	#295557	Chiroptera
Myotis_myotis	#295557	Chiroptera
Pipistrellus_kuhlii	#295557	Chiroptera
Sarcophilus_harrisii	#257cae	Dasyuromorphia
Monodelphis_domestica	#2a9f90	Didelphimorphia
Phascolarctos_cinereus	#c7a142	Diprotodontia
Vombatus_ursinus	#c7a142	Diprotodontia
Erinaceus_europaeus	#6033ea	Eulipotyphla
Galemys_pyrenaicus	#6033ea	Eulipotyphla
Oryctolagus_cuniculus	#d66518	Lagomorpha
Ornithorhynchus_anatinus	#d128d0	Monotremata
Chrysochloris_asiatica	#9c00a8	nan
Equus_asinus	#fb6bf2	Perissodactyla
Equus_caballus	#fb6bf2	Perissodactyla
Diceros_bicornis	#fb6bf2	Perissodactyla
Aotus_nancymaae	#eddd84	Primates
Callithrix_jacchus	#eddd84	Primates
Cebus_imitator	#eddd84	Primates
Saimiri_boliviensis	#eddd84	Primates
Sapajus_apella	#eddd84	Primates
Cercocebus_atys	#eddd84	Primates
Chlorocebus_sabaeus	#eddd84	Primates
Colobus_angolensis	#eddd84	Primates
Macaca_fascicularis	#eddd84	Primates
Macaca_mulatta	#eddd84	Primates
Macaca_nemestrina	#eddd84	Primates
Mandrillus_leucophaeus	#eddd84	Primates
Papio_anubis	#eddd84	Primates
Piliocolobus_tephrosceles	#eddd84	Primates
Rhinopithecus_bieti	#eddd84	Primates
Rhinopithecus_roxellana	#eddd84	Primates
Theropithecus_gelada	#eddd84	Primates
Microcebus_murinus	#eddd84	Primates
Otolemur_garnettii	#eddd84	Primates
Gorilla_gorilla	#eddd84	Primates
Homo_sapiens	#eddd84	Primates
Pan_paniscus	#eddd84	Primates
Pan_troglodytes	#eddd84	Primates
Pongo_abelii	#eddd84	Primates
Nomascus_leucogenys	#eddd84	Primates
Propithecus_coquereli	#eddd84	Primates
Prolemur_simus	#eddd84	Primates
Carlito_syrichta	#eddd84	Primates
Loxodonta_africana	#4fd53e	Proboscidea
Fukomys_damarensis	#a3e72f	Rodentia
Heterocephalus_glaber	#a3e72f	Rodentia
Castor_canadensis	#a3e72f	Rodentia
Cavia_porcellus	#a3e72f	Rodentia
Chinchilla_lanigera	#a3e72f	Rodentia
Cricetulus_griseus	#a3e72f	Rodentia
Mesocricetus_auratus	#a3e72f	Rodentia
Microtus_ochrogaster	#a3e72f	Rodentia
Neotoma_lepida	#a3e72f	Rodentia
Peromyscus_maniculatus	#a3e72f	Rodentia
Jaculus_jaculus	#a3e72f	Rodentia
Dipodomys_ordii	#a3e72f	Rodentia
Mus_musculus	#a3e72f	Rodentia
Mus_spicilegus	#a3e72f	Rodentia
Rattus_norvegicus	#a3e72f	Rodentia
Octodon_degus	#a3e72f	Rodentia
Ictidomys_tridecemlineatus	#a3e72f	Rodentia
Marmota_marmota	#a3e72f	Rodentia
Marmota_monax	#a3e72f	Rodentia
Sciurus_vulgaris	#a3e72f	Rodentia
Spermophilus_dauricus	#a3e72f	Rodentia
Urocitellus_parryii	#a3e72f	Rodentia
Nannospalax_galili	#a3e72f	Rodentia
Tupaia_chinensis	#dcad27	Scandentia
Trichechus_manatus	#1e88ad	Sirenia
Orycteropus_afer	#0c5bbc	Tubulidentata
Eptatretus_burgeri	#f0e1df	Myxiniformes
Latimeria_chalumnae	#a9d055	Coelacanthiformes
Alligator_mississippiensis	#c5eed9	Crocodylia
Alligator_sinensis	#c5eed9	Crocodylia
Crocodylus_porosus	#c5eed9	Crocodylia
Chelonia_mydas	#a99ee6	Testudines
Chelydra_serpentina	#a99ee6	Testudines
Chrysemys_picta	#a99ee6	Testudines
Terrapene_carolina	#a99ee6	Testudines
Mauremys_mutica	#a99ee6	Testudines
Pelusios_castaneus	#a99ee6	Testudines
Platysternon_megacephalum	#a99ee6	Testudines
Chelonoidis_abingdonii	#a99ee6	Testudines
Gopherus_agassizii	#a99ee6	Testudines
Gopherus_evgoodei	#a99ee6	Testudines
Pelodiscus_sinensis	#a99ee6	Testudines
Actinia_tenebrosa	#668420	Actiniaria
Exaiptasia_diaphana	#668420	Actiniaria
Nematostella_vectensis	#668420	Actiniaria
Paramuricea_clavata	#583123	Alcyonacea
Pocillopora_damicornis	#85df6d	Scleractinia
Stylophora_pistillata	#85df6d	Scleractinia
Hydra_vulgaris	#58f33c	Anthoathecata
Clytia_hemisphaerica	#4cd987	Leptothecata
Acanthaster_planci	#012c6f	Valvatida
Patiria_miniata	#012c6f	Valvatida
Strongylocentrotus_purpuratus	#62bc1e	Camarodonta
Holothuria_leucospilota	#1555dc	Aspidochirotida
Apostichopus_japonicus	#1555dc	Aspidochirotida
Dreissena_polymorpha	#3b7cc9	Myida
Mytilus_coruscus	#9a0394	Mytiloida
Mytilus_edulis	#9a0394	Mytiloida
Mytilus_galloprovincialis	#9a0394	Mytiloida
Crassostrea_gigas	#d0863c	Ostreida
Crassostrea_virginica	#d0863c	Ostreida
Mizuhopecten_yessoensis	#9ec2a1	Pectinida
Octopus_vulgaris	#6184de	Octopoda
Sepia_pharaonis	#48c7cf	Sepiida
Pomacea_canaliculata	#7a26fe	Architaenioglossa
Lottia_gigantea	#9c00a8	nan
Elysia_chlorotica	#9c00a8	nan
Candidula_unifasciata	#230f28	Stylommatophora
Plectus_sambesii	#b0de79	Plectida
Ditylenchus_dipsaci	#571b21	Rhabditida
Anisakis_simplex	#571b21	Rhabditida
Bursaphelenchus_okinawaensis	#571b21	Rhabditida
Bursaphelenchus_xylophilus	#571b21	Rhabditida
Parascaris_equorum	#571b21	Rhabditida
Parascaris_univalens	#571b21	Rhabditida
Acrobeloides_nanus	#571b21	Rhabditida
Dracunculus_medinensis	#571b21	Rhabditida
Gongylonema_pulchrum	#571b21	Rhabditida
Globodera_rostochiensis	#571b21	Rhabditida
Meloidogyne_enterolobii	#571b21	Rhabditida
Meloidogyne_floridensis	#571b21	Rhabditida
Meloidogyne_graminicola	#571b21	Rhabditida
Meloidogyne_incognita	#571b21	Rhabditida
Meloidogyne_javanica	#571b21	Rhabditida
Pristionchus_pacificus	#571b21	Rhabditida
Acanthocheilonema_viteae	#571b21	Rhabditida
Brugia_malayi	#571b21	Rhabditida
Brugia_pahangi	#571b21	Rhabditida
Brugia_timori	#571b21	Rhabditida
Cercopithifilaria_johnstoni	#571b21	Rhabditida
Litomosoides_sigmodontis	#571b21	Rhabditida
Loa_loa	#571b21	Rhabditida
Onchocerca_flexuosa	#571b21	Rhabditida
Onchocerca_ochengi	#571b21	Rhabditida
Onchocerca_volvulus	#571b21	Rhabditida
Wuchereria_bancrofti	#571b21	Rhabditida
Enterobius_vermicularis	#571b21	Rhabditida
Halicephalobus_sp._NKZ332	#571b21	Rhabditida
Panagrellus_redivivus	#571b21	Rhabditida
Panagrolaimus_davidi	#571b21	Rhabditida
Panagrolaimus_sp._ES5	#571b21	Rhabditida
Panagrolaimus_sp._JU765	#571b21	Rhabditida
Panagrolaimus_sp._PS1159	#571b21	Rhabditida
Panagrolaimus_superbus	#571b21	Rhabditida
Caenorhabditis_angaria	#571b21	Rhabditida
Caenorhabditis_auriculariae	#571b21	Rhabditida
Caenorhabditis_bovis	#571b21	Rhabditida
Caenorhabditis_brenneri	#571b21	Rhabditida
Caenorhabditis_briggsae	#571b21	Rhabditida
Caenorhabditis_elegans	#571b21	Rhabditida
Caenorhabditis_japonica	#571b21	Rhabditida
Caenorhabditis_latens	#571b21	Rhabditida
Caenorhabditis_nigoni	#571b21	Rhabditida
Caenorhabditis_remanei	#571b21	Rhabditida
Diploscapter_pachys	#571b21	Rhabditida
Mesorhabditis_belari	#571b21	Rhabditida
Setaria_digitata	#571b21	Rhabditida
Steinernema_carpocapsae	#571b21	Rhabditida
Strongyloides_ratti	#571b21	Rhabditida
Strongyloides_stercoralis	#571b21	Rhabditida
Strongyloides_venezuelensis	#571b21	Rhabditida
Thelazia_callipaeda	#571b21	Rhabditida
Toxocara_canis	#571b21	Rhabditida
Ancylostoma_caninum	#35edcf	Strongylida
Ancylostoma_ceylanicum	#35edcf	Strongylida
Ancylostoma_duodenale	#35edcf	Strongylida
Necator_americanus	#35edcf	Strongylida
Angiostrongylus_cantonensis	#35edcf	Strongylida
Angiostrongylus_costaricensis	#35edcf	Strongylida
Oesophagostomum_dentatum	#35edcf	Strongylida
Dictyocaulus_viviparus	#35edcf	Strongylida
Haemonchus_placei	#35edcf	Strongylida
Teladorsagia_circumcincta	#35edcf	Strongylida
Nippostrongylus_brasiliensis	#35edcf	Strongylida
Cylicostephanus_goldi	#35edcf	Strongylida
Strongylus_vulgaris	#35edcf	Strongylida
Soboliphyme_baturini	#18c999	Dioctophymatida
Romanomermis_culicivorax	#b1ade9	Mermithida
Trichinella_britovi	#a10bba	Trichinellida
Trichinella_murrelli	#a10bba	Trichinellida
Trichinella_nativa	#a10bba	Trichinellida
Trichinella_nelsoni	#a10bba	Trichinellida
Trichinella_papuae	#a10bba	Trichinellida
Trichinella_patagoniensis	#a10bba	Trichinellida
Trichinella_pseudospiralis	#a10bba	Trichinellida
Trichinella_sp._T6	#a10bba	Trichinellida
Trichinella_sp._T8	#a10bba	Trichinellida
Trichinella_sp._T9	#a10bba	Trichinellida
Trichinella_spiralis	#a10bba	Trichinellida
Trichinella_zimbabwensis	#a10bba	Trichinellida
Trichuris_suis	#a10bba	Trichinellida
Dibothriocephalus_latus	#a5170a	Diphyllobothriidea
Schistocephalus_solidus	#a5170a	Diphyllobothriidea
Protopolystoma_xenopodis	#c6f170	Polystomatidea
Macrostomum_lignano	#ca5d2b	Macrostomida
Clonorchis_sinensis	#73f9ae	Opisthorchiida
Opisthorchis_felineus	#73f9ae	Opisthorchiida
Opisthorchis_viverrini	#73f9ae	Opisthorchiida
Echinostoma_caproni	#b4d521	Plagiorchiida
Fasciola_gigantica	#b4d521	Plagiorchiida
Fasciola_hepatica	#b4d521	Plagiorchiida
Fasciolopsis_buski	#b4d521	Plagiorchiida
Paragonimus_heterotremus	#b4d521	Plagiorchiida
Paragonimus_skrjabini_miyazakii	#b4d521	Plagiorchiida
Paragonimus_westermani	#b4d521	Plagiorchiida
Schistosoma_bovis	#20e98d	Strigeidida
Schistosoma_curassoni	#20e98d	Strigeidida
Schistosoma_haematobium	#20e98d	Strigeidida
Schistosoma_japonicum	#20e98d	Strigeidida
Schistosoma_mansoni	#20e98d	Strigeidida
Schistosoma_margrebowiei	#20e98d	Strigeidida
Schistosoma_mattheei	#20e98d	Strigeidida
Trichobilharzia_regenti	#20e98d	Strigeidida
Amphimedon_queenslandica	#1ad9a6	Haplosclerida
Rotaria_sp._Silwood2	#9c00a8	nan
Didymodactylos_carnosus	#f7cf9f	Philodinida
Edaphobacter_modestus	#bd882d	Acidobacteriales
Granulicella_mallensis	#bd882d	Acidobacteriales
Granulicella_pectinivorans	#bd882d	Acidobacteriales
Granulicella_rosea	#bd882d	Acidobacteriales
Granulicella_sp._5B5	#bd882d	Acidobacteriales
Occallatibacter_riparius	#bd882d	Acidobacteriales
Terriglobus_saanensis	#bd882d	Acidobacteriales
Bryobacteraceae_bacterium	#e05084	Bryobacterales
Paludibaculum_fermentans	#e05084	Bryobacterales
Candidatus_Acidoferrum_panamensis	#d098f2	Candidatus Acidoferrales
Pyrinomonadaceae_bacterium	#13a842	Blastocatellales
Sulfidibacter_corallicola	#123f8a	Acanthopleuribacterales
Luteitalea_pratensis	#75d46b	Vicinamibacterales
Candidatus_Microthrix_parvicella	#c8165d	Acidimicrobiales
Corynebacterium_efficiens	#dae1ab	Corynebacteriales
Gordonia_mangrovi	#dae1ab	Corynebacteriales
Mycobacterium_dioxanotrophicus	#dae1ab	Corynebacteriales
Mycolicibacterium_agri	#dae1ab	Corynebacteriales
Mycolicibacterium_fortuitum	#dae1ab	Corynebacteriales
Mycolicibacterium_wolinskyi	#dae1ab	Corynebacteriales
Rhodococcus_maanshanensis	#dae1ab	Corynebacteriales
Rhodococcus_tukisamuensis	#dae1ab	Corynebacteriales
Candidatus_Frankia_datiscae	#416286	Frankiales
Frankia_alni	#416286	Frankiales
Frankia_casuarinae	#416286	Frankiales
